character,text,act,scene,line_number,play
MENENIUS,"Coriolanus’ exile. Now he’s coming,",ACT IV,SCENE VI,27301,TWO VOLSCIAN GUARDS
MENENIUS,And not a hair upon a soldier’s head,ACT IV,SCENE VI,27302,TWO VOLSCIAN GUARDS
MENENIUS,Which will not prove a whip. As many coxcombs,ACT IV,SCENE VI,27303,TWO VOLSCIAN GUARDS
MENENIUS,As you threw caps up will he tumble down,ACT IV,SCENE VI,27304,TWO VOLSCIAN GUARDS
MENENIUS,And pay you for your voices. ’Tis no matter.,ACT IV,SCENE VI,27305,TWO VOLSCIAN GUARDS
MENENIUS,If he could burn us all into one coal,ACT IV,SCENE VI,27306,TWO VOLSCIAN GUARDS
MENENIUS,We have deserved it.,ACT IV,SCENE VI,27307,TWO VOLSCIAN GUARDS
ALL CITIZENS,"Faith, we hear fearful news.",ACT IV,SCENE VI,27310,TWO VOLSCIAN GUARDS
FIRST CITIZEN,"For mine own part,",ACT IV,SCENE VI,27313,TWO VOLSCIAN GUARDS
FIRST CITIZEN,"When I said banish him, I said ’twas pity.",ACT IV,SCENE VI,27314,TWO VOLSCIAN GUARDS
SECOND CITIZEN,And so did I.,ACT IV,SCENE VI,27317,TWO VOLSCIAN GUARDS
THIRD CITIZEN,"And so did I. And, to say the truth, so did very many of us. That we",ACT IV,SCENE VI,27320,TWO VOLSCIAN GUARDS
THIRD CITIZEN,did we did for the best; and though we willingly consented to his,ACT IV,SCENE VI,27321,TWO VOLSCIAN GUARDS
THIRD CITIZEN,"banishment, yet it was against our will.",ACT IV,SCENE VI,27322,TWO VOLSCIAN GUARDS
COMINIUS,"You are goodly things, you voices!",ACT IV,SCENE VI,27325,TWO VOLSCIAN GUARDS
MENENIUS,"You have made good work, you and your cry!—",ACT IV,SCENE VI,27328,TWO VOLSCIAN GUARDS
MENENIUS,Shall’s to the Capitol?,ACT IV,SCENE VI,27329,TWO VOLSCIAN GUARDS
COMINIUS,"O, ay, what else?",ACT IV,SCENE VI,27332,TWO VOLSCIAN GUARDS
SICINIUS,"Go, masters, get you home. Be not dismayed.",ACT IV,SCENE VI,27337,TWO VOLSCIAN GUARDS
SICINIUS,These are a side that would be glad to have,ACT IV,SCENE VI,27338,TWO VOLSCIAN GUARDS
SICINIUS,"This true which they so seem to fear. Go home,",ACT IV,SCENE VI,27339,TWO VOLSCIAN GUARDS
SICINIUS,And show no sign of fear.,ACT IV,SCENE VI,27340,TWO VOLSCIAN GUARDS
FIRST CITIZEN,"The gods be good to us! Come, masters, let’s home. I ever said we were",ACT IV,SCENE VI,27343,TWO VOLSCIAN GUARDS
FIRST CITIZEN,i’ th’ wrong when we banished him.,ACT IV,SCENE VI,27344,TWO VOLSCIAN GUARDS
SECOND CITIZEN,"So did we all. But, come, let’s home.",ACT IV,SCENE VI,27347,TWO VOLSCIAN GUARDS
BRUTUS,I do not like this news.,ACT IV,SCENE VI,27352,TWO VOLSCIAN GUARDS
SICINIUS,Nor I.,ACT IV,SCENE VI,27355,TWO VOLSCIAN GUARDS
BRUTUS,Let’s to the Capitol. Would half my wealth,ACT IV,SCENE VI,27358,TWO VOLSCIAN GUARDS
BRUTUS,Would buy this for a lie!,ACT IV,SCENE VI,27359,TWO VOLSCIAN GUARDS
SICINIUS,Pray let’s go.,ACT IV,SCENE VI,27362,TWO VOLSCIAN GUARDS
SICINIUS,Enter Aufidius with his Lieutenant.,ACT IV,SCENE VII,27368,TWO VOLSCIAN GUARDS
AUFIDIUS,Do they still fly to th’ Roman?,ACT IV,SCENE VII,27371,TWO VOLSCIAN GUARDS
LIEUTENANT,"I do not know what witchcraft’s in him, but",ACT IV,SCENE VII,27374,TWO VOLSCIAN GUARDS
LIEUTENANT,"Your soldiers use him as the grace ’fore meat,",ACT IV,SCENE VII,27375,TWO VOLSCIAN GUARDS
LIEUTENANT,"Their talk at table, and their thanks at end;",ACT IV,SCENE VII,27376,TWO VOLSCIAN GUARDS
LIEUTENANT,"And you are dark’ned in this action, sir,",ACT IV,SCENE VII,27377,TWO VOLSCIAN GUARDS
LIEUTENANT,Even by your own.,ACT IV,SCENE VII,27378,TWO VOLSCIAN GUARDS
AUFIDIUS,"I cannot help it now,",ACT IV,SCENE VII,27381,TWO VOLSCIAN GUARDS
AUFIDIUS,Unless by using means I lame the foot,ACT IV,SCENE VII,27382,TWO VOLSCIAN GUARDS
AUFIDIUS,"Of our design. He bears himself more proudlier,",ACT IV,SCENE VII,27383,TWO VOLSCIAN GUARDS
AUFIDIUS,"Even to my person, than I thought he would",ACT IV,SCENE VII,27384,TWO VOLSCIAN GUARDS
AUFIDIUS,When first I did embrace him. Yet his nature,ACT IV,SCENE VII,27385,TWO VOLSCIAN GUARDS
AUFIDIUS,"In that’s no changeling, and I must excuse",ACT IV,SCENE VII,27386,TWO VOLSCIAN GUARDS
AUFIDIUS,What cannot be amended.,ACT IV,SCENE VII,27387,TWO VOLSCIAN GUARDS
LIEUTENANT,"Yet I wish, sir—",ACT IV,SCENE VII,27390,TWO VOLSCIAN GUARDS
LIEUTENANT,I mean for your particular—you had not,ACT IV,SCENE VII,27391,TWO VOLSCIAN GUARDS
LIEUTENANT,"Joined in commission with him, but either",ACT IV,SCENE VII,27392,TWO VOLSCIAN GUARDS
LIEUTENANT,Had borne the action of yourself or else,ACT IV,SCENE VII,27393,TWO VOLSCIAN GUARDS
LIEUTENANT,To him had left it solely.,ACT IV,SCENE VII,27394,TWO VOLSCIAN GUARDS
AUFIDIUS,"I understand thee well, and be thou sure,",ACT IV,SCENE VII,27397,TWO VOLSCIAN GUARDS
AUFIDIUS,"When he shall come to his account, he knows not",ACT IV,SCENE VII,27398,TWO VOLSCIAN GUARDS
AUFIDIUS,"What I can urge against him, although it seems,",ACT IV,SCENE VII,27399,TWO VOLSCIAN GUARDS
AUFIDIUS,And so he thinks and is no less apparent,ACT IV,SCENE VII,27400,TWO VOLSCIAN GUARDS
AUFIDIUS,"To th’ vulgar eye, that he bears all things fairly,",ACT IV,SCENE VII,27401,TWO VOLSCIAN GUARDS
AUFIDIUS,"And shows good husbandry for the Volscian state,",ACT IV,SCENE VII,27402,TWO VOLSCIAN GUARDS
AUFIDIUS,"Fights dragonlike, and does achieve as soon",ACT IV,SCENE VII,27403,TWO VOLSCIAN GUARDS
AUFIDIUS,As draw his sword; yet he hath left undone,ACT IV,SCENE VII,27404,TWO VOLSCIAN GUARDS
AUFIDIUS,That which shall break his neck or hazard mine,ACT IV,SCENE VII,27405,TWO VOLSCIAN GUARDS
AUFIDIUS,Whene’er we come to our account.,ACT IV,SCENE VII,27406,TWO VOLSCIAN GUARDS
LIEUTENANT,"Sir, I beseech you, think you he’ll carry Rome?",ACT IV,SCENE VII,27409,TWO VOLSCIAN GUARDS
AUFIDIUS,"All places yield to him ere he sits down,",ACT IV,SCENE VII,27412,TWO VOLSCIAN GUARDS
AUFIDIUS,And the nobility of Rome are his;,ACT IV,SCENE VII,27413,TWO VOLSCIAN GUARDS
AUFIDIUS,The Senators and Patricians love him too.,ACT IV,SCENE VII,27414,TWO VOLSCIAN GUARDS
AUFIDIUS,"The Tribunes are no soldiers, and their people",ACT IV,SCENE VII,27415,TWO VOLSCIAN GUARDS
AUFIDIUS,Will be as rash in the repeal as hasty,ACT IV,SCENE VII,27416,TWO VOLSCIAN GUARDS
AUFIDIUS,To expel him thence. I think he’ll be to Rome,ACT IV,SCENE VII,27417,TWO VOLSCIAN GUARDS
AUFIDIUS,"As is the osprey to the fish, who takes it",ACT IV,SCENE VII,27418,TWO VOLSCIAN GUARDS
AUFIDIUS,"By sovereignty of nature. First, he was",ACT IV,SCENE VII,27419,TWO VOLSCIAN GUARDS
AUFIDIUS,"A noble servant to them, but he could not",ACT IV,SCENE VII,27420,TWO VOLSCIAN GUARDS
AUFIDIUS,"Carry his honours even. Whether ’twas pride,",ACT IV,SCENE VII,27421,TWO VOLSCIAN GUARDS
AUFIDIUS,Which out of daily fortune ever taints,ACT IV,SCENE VII,27422,TWO VOLSCIAN GUARDS
AUFIDIUS,"The happy man; whether defect of judgment,",ACT IV,SCENE VII,27423,TWO VOLSCIAN GUARDS
AUFIDIUS,To fail in the disposing of those chances,ACT IV,SCENE VII,27424,TWO VOLSCIAN GUARDS
AUFIDIUS,"Which he was lord of; or whether nature,",ACT IV,SCENE VII,27425,TWO VOLSCIAN GUARDS
AUFIDIUS,"Not to be other than one thing, not moving",ACT IV,SCENE VII,27426,TWO VOLSCIAN GUARDS
AUFIDIUS,"From th’ casque to th’ cushion, but commanding peace",ACT IV,SCENE VII,27427,TWO VOLSCIAN GUARDS
AUFIDIUS,Even with the same austerity and garb,ACT IV,SCENE VII,27428,TWO VOLSCIAN GUARDS
AUFIDIUS,As he controlled the war; but one of these—,ACT IV,SCENE VII,27429,TWO VOLSCIAN GUARDS
AUFIDIUS,"As he hath spices of them all—not all,",ACT IV,SCENE VII,27430,TWO VOLSCIAN GUARDS
AUFIDIUS,"For I dare so far free him—made him feared,",ACT IV,SCENE VII,27431,TWO VOLSCIAN GUARDS
AUFIDIUS,"So hated, and so banished. But he has a merit",ACT IV,SCENE VII,27432,TWO VOLSCIAN GUARDS
AUFIDIUS,To choke it in the utt’rance. So our virtues,ACT IV,SCENE VII,27433,TWO VOLSCIAN GUARDS
AUFIDIUS,"Lie in th’ interpretation of the time,",ACT IV,SCENE VII,27434,TWO VOLSCIAN GUARDS
AUFIDIUS,"And power, unto itself most commendable,",ACT IV,SCENE VII,27435,TWO VOLSCIAN GUARDS
AUFIDIUS,Hath not a tomb so evident as a chair,ACT IV,SCENE VII,27436,TWO VOLSCIAN GUARDS
AUFIDIUS,T’ extol what it hath done.,ACT IV,SCENE VII,27437,TWO VOLSCIAN GUARDS
AUFIDIUS,"One fire drives out one fire, one nail one nail;",ACT IV,SCENE VII,27438,TWO VOLSCIAN GUARDS
AUFIDIUS,Rights by rights falter; strengths by strengths do fail.,ACT IV,SCENE VII,27439,TWO VOLSCIAN GUARDS
AUFIDIUS,"Come, let’s away. When, Caius, Rome is thine,",ACT IV,SCENE VII,27440,TWO VOLSCIAN GUARDS
AUFIDIUS,Thou art poor’st of all; then shortly art thou mine.,ACT IV,SCENE VII,27441,TWO VOLSCIAN GUARDS
AUFIDIUS,"Enter Menenius, Cominius, Sicinius, Brutus (the two Tribunes), with",ACT V,SCENE I,27453,TWO VOLSCIAN GUARDS
AUFIDIUS,others.,ACT V,SCENE I,27454,TWO VOLSCIAN GUARDS
MENENIUS,"No, I’ll not go. You hear what he hath said",ACT V,SCENE I,27457,TWO VOLSCIAN GUARDS
MENENIUS,"Which was sometime his general, who loved him",ACT V,SCENE I,27458,TWO VOLSCIAN GUARDS
MENENIUS,"In a most dear particular. He called me father,",ACT V,SCENE I,27459,TWO VOLSCIAN GUARDS
MENENIUS,But what o’ that? Go you that banished him;,ACT V,SCENE I,27460,TWO VOLSCIAN GUARDS
MENENIUS,"A mile before his tent, fall down, and knee",ACT V,SCENE I,27461,TWO VOLSCIAN GUARDS
MENENIUS,"The way into his mercy. Nay, if he coyed",ACT V,SCENE I,27462,TWO VOLSCIAN GUARDS
MENENIUS,"To hear Cominius speak, I’ll keep at home.",ACT V,SCENE I,27463,TWO VOLSCIAN GUARDS
COMINIUS,He would not seem to know me.,ACT V,SCENE I,27466,TWO VOLSCIAN GUARDS
MENENIUS,Do you hear?,ACT V,SCENE I,27469,TWO VOLSCIAN GUARDS
COMINIUS,Yet one time he did call me by my name.,ACT V,SCENE I,27472,TWO VOLSCIAN GUARDS
COMINIUS,"I urged our old acquaintance, and the drops",ACT V,SCENE I,27473,TWO VOLSCIAN GUARDS
COMINIUS,That we have bled together. “Coriolanus”,ACT V,SCENE I,27474,TWO VOLSCIAN GUARDS
COMINIUS,"He would not answer to, forbade all names.",ACT V,SCENE I,27475,TWO VOLSCIAN GUARDS
COMINIUS,"He was a kind of nothing, titleless,",ACT V,SCENE I,27476,TWO VOLSCIAN GUARDS
COMINIUS,Till he had forged himself a name i’ th’ fire,ACT V,SCENE I,27477,TWO VOLSCIAN GUARDS
COMINIUS,Of burning Rome.,ACT V,SCENE I,27478,TWO VOLSCIAN GUARDS
MENENIUS,"Why, so; you have made good work!",ACT V,SCENE I,27481,TWO VOLSCIAN GUARDS
MENENIUS,A pair of tribunes that have wracked Rome,ACT V,SCENE I,27482,TWO VOLSCIAN GUARDS
MENENIUS,To make coals cheap! A noble memory!,ACT V,SCENE I,27483,TWO VOLSCIAN GUARDS
COMINIUS,I minded him how royal ’twas to pardon,ACT V,SCENE I,27486,TWO VOLSCIAN GUARDS
COMINIUS,When it was less expected. He replied,ACT V,SCENE I,27487,TWO VOLSCIAN GUARDS
COMINIUS,It was a bare petition of a state,ACT V,SCENE I,27488,TWO VOLSCIAN GUARDS
COMINIUS,To one whom they had punished.,ACT V,SCENE I,27489,TWO VOLSCIAN GUARDS
MENENIUS,Very well.,ACT V,SCENE I,27492,TWO VOLSCIAN GUARDS
MENENIUS,Could he say less?,ACT V,SCENE I,27493,TWO VOLSCIAN GUARDS
COMINIUS,I offered to awaken his regard,ACT V,SCENE I,27496,TWO VOLSCIAN GUARDS
COMINIUS,For’s private friends. His answer to me was,ACT V,SCENE I,27497,TWO VOLSCIAN GUARDS
COMINIUS,He could not stay to pick them in a pile,ACT V,SCENE I,27498,TWO VOLSCIAN GUARDS
COMINIUS,Of noisome musty chaff. He said ’twas folly,ACT V,SCENE I,27499,TWO VOLSCIAN GUARDS
COMINIUS,For one poor grain or two to leave unburnt,ACT V,SCENE I,27500,TWO VOLSCIAN GUARDS
COMINIUS,And still to nose th’ offence.,ACT V,SCENE I,27501,TWO VOLSCIAN GUARDS
MENENIUS,For one poor grain or two!,ACT V,SCENE I,27504,TWO VOLSCIAN GUARDS
MENENIUS,"I am one of those! His mother, wife, his child,",ACT V,SCENE I,27505,TWO VOLSCIAN GUARDS
MENENIUS,"And this brave fellow too, we are the grains;",ACT V,SCENE I,27506,TWO VOLSCIAN GUARDS
MENENIUS,"You are the musty chaff, and you are smelt",ACT V,SCENE I,27507,TWO VOLSCIAN GUARDS
MENENIUS,Above the moon. We must be burnt for you.,ACT V,SCENE I,27508,TWO VOLSCIAN GUARDS
SICINIUS,"Nay, pray, be patient. If you refuse your aid",ACT V,SCENE I,27511,TWO VOLSCIAN GUARDS
SICINIUS,"In this so-never-needed help, yet do not",ACT V,SCENE I,27512,TWO VOLSCIAN GUARDS
SICINIUS,"Upbraid’s with our distress. But sure, if you",ACT V,SCENE I,27513,TWO VOLSCIAN GUARDS
SICINIUS,"Would be your country’s pleader, your good tongue,",ACT V,SCENE I,27514,TWO VOLSCIAN GUARDS
SICINIUS,"More than the instant army we can make,",ACT V,SCENE I,27515,TWO VOLSCIAN GUARDS
SICINIUS,Might stop our countryman.,ACT V,SCENE I,27516,TWO VOLSCIAN GUARDS
MENENIUS,"No, I’ll not meddle.",ACT V,SCENE I,27519,TWO VOLSCIAN GUARDS
SICINIUS,"Pray you, go to him.",ACT V,SCENE I,27522,TWO VOLSCIAN GUARDS
MENENIUS,What should I do?,ACT V,SCENE I,27525,TWO VOLSCIAN GUARDS
BRUTUS,Only make trial what your love can do,ACT V,SCENE I,27528,TWO VOLSCIAN GUARDS
BRUTUS,"For Rome, towards Martius.",ACT V,SCENE I,27529,TWO VOLSCIAN GUARDS
MENENIUS,"Well, and say that Martius",ACT V,SCENE I,27532,TWO VOLSCIAN GUARDS
MENENIUS,"Return me, as Cominius is returned, unheard,",ACT V,SCENE I,27533,TWO VOLSCIAN GUARDS
MENENIUS,"What then? But as a discontented friend,",ACT V,SCENE I,27534,TWO VOLSCIAN GUARDS
MENENIUS,Grief-shot with his unkindness? Say’t be so?,ACT V,SCENE I,27535,TWO VOLSCIAN GUARDS
SICINIUS,Yet your good will,ACT V,SCENE I,27538,TWO VOLSCIAN GUARDS
SICINIUS,Must have that thanks from Rome after the measure,ACT V,SCENE I,27539,TWO VOLSCIAN GUARDS
SICINIUS,As you intended well.,ACT V,SCENE I,27540,TWO VOLSCIAN GUARDS
MENENIUS,I’ll undertake’t.,ACT V,SCENE I,27543,TWO VOLSCIAN GUARDS
MENENIUS,I think he’ll hear me. Yet to bite his lip,ACT V,SCENE I,27544,TWO VOLSCIAN GUARDS
MENENIUS,And hum at good Cominius much unhearts me.,ACT V,SCENE I,27545,TWO VOLSCIAN GUARDS
MENENIUS,He was not taken well; he had not dined.,ACT V,SCENE I,27546,TWO VOLSCIAN GUARDS
MENENIUS,"The veins unfilled, our blood is cold, and then",ACT V,SCENE I,27547,TWO VOLSCIAN GUARDS
MENENIUS,"We pout upon the morning, are unapt",ACT V,SCENE I,27548,TWO VOLSCIAN GUARDS
MENENIUS,To give or to forgive; but when we have stuffed,ACT V,SCENE I,27549,TWO VOLSCIAN GUARDS
MENENIUS,These pipes and these conveyances of our blood,ACT V,SCENE I,27550,TWO VOLSCIAN GUARDS
MENENIUS,"With wine and feeding, we have suppler souls",ACT V,SCENE I,27551,TWO VOLSCIAN GUARDS
MENENIUS,Than in our priestlike fasts. Therefore I’ll watch him,ACT V,SCENE I,27552,TWO VOLSCIAN GUARDS
MENENIUS,"Till he be dieted to my request,",ACT V,SCENE I,27553,TWO VOLSCIAN GUARDS
MENENIUS,And then I’ll set upon him.,ACT V,SCENE I,27554,TWO VOLSCIAN GUARDS
BRUTUS,You know the very road into his kindness,ACT V,SCENE I,27557,TWO VOLSCIAN GUARDS
BRUTUS,And cannot lose your way.,ACT V,SCENE I,27558,TWO VOLSCIAN GUARDS
MENENIUS,"Good faith, I’ll prove him,",ACT V,SCENE I,27561,TWO VOLSCIAN GUARDS
MENENIUS,Speed how it will. I shall ere long have knowledge,ACT V,SCENE I,27562,TWO VOLSCIAN GUARDS
MENENIUS,Of my success.,ACT V,SCENE I,27563,TWO VOLSCIAN GUARDS
COMINIUS,He’ll never hear him.,ACT V,SCENE I,27568,TWO VOLSCIAN GUARDS
SICINIUS,Not?,ACT V,SCENE I,27571,TWO VOLSCIAN GUARDS
COMINIUS,"I tell you, he does sit in gold, his eye",ACT V,SCENE I,27574,TWO VOLSCIAN GUARDS
COMINIUS,Red as ’twould burn Rome; and his injury,ACT V,SCENE I,27575,TWO VOLSCIAN GUARDS
COMINIUS,The jailer to his pity. I kneeled before him;,ACT V,SCENE I,27576,TWO VOLSCIAN GUARDS
COMINIUS,’Twas very faintly he said “Rise”; dismissed me,ACT V,SCENE I,27577,TWO VOLSCIAN GUARDS
COMINIUS,Thus with his speechless hand. What he would do,ACT V,SCENE I,27578,TWO VOLSCIAN GUARDS
COMINIUS,He sent in writing after me; what he,ACT V,SCENE I,27579,TWO VOLSCIAN GUARDS
COMINIUS,"Would not, bound with an oath to yield to his",ACT V,SCENE I,27580,TWO VOLSCIAN GUARDS
COMINIUS,Conditions. So that all hope is vain,ACT V,SCENE I,27581,TWO VOLSCIAN GUARDS
COMINIUS,"Unless his noble mother and his wife,",ACT V,SCENE I,27582,TWO VOLSCIAN GUARDS
COMINIUS,"Who, as I hear, mean to solicit him",ACT V,SCENE I,27583,TWO VOLSCIAN GUARDS
COMINIUS,For mercy to his country. Therefore let’s hence,ACT V,SCENE I,27584,TWO VOLSCIAN GUARDS
COMINIUS,And with our fair entreaties haste them on.,ACT V,SCENE I,27585,TWO VOLSCIAN GUARDS
COMINIUS,"Enter Menenius to the Watch, or Guard.",ACT V,SCENE II,27591,TWO VOLSCIAN GUARDS
FIRST WATCH,Stay! Whence are you?,ACT V,SCENE II,27594,TWO VOLSCIAN GUARDS
SECOND WATCH,"Stand, and go back.",ACT V,SCENE II,27597,TWO VOLSCIAN GUARDS
MENENIUS,"You guard like men; ’tis well. But by your leave,",ACT V,SCENE II,27600,TWO VOLSCIAN GUARDS
MENENIUS,I am an officer of state and come,ACT V,SCENE II,27601,TWO VOLSCIAN GUARDS
MENENIUS,To speak with Coriolanus.,ACT V,SCENE II,27602,TWO VOLSCIAN GUARDS
FIRST WATCH,From whence?,ACT V,SCENE II,27605,TWO VOLSCIAN GUARDS
MENENIUS,From Rome.,ACT V,SCENE II,27608,TWO VOLSCIAN GUARDS
FIRST WATCH,You may not pass; you must return. Our general,ACT V,SCENE II,27611,TWO VOLSCIAN GUARDS
FIRST WATCH,Will no more hear from thence.,ACT V,SCENE II,27612,TWO VOLSCIAN GUARDS
SECOND WATCH,You’ll see your Rome embraced with fire before,ACT V,SCENE II,27615,TWO VOLSCIAN GUARDS
SECOND WATCH,You’ll speak with Coriolanus.,ACT V,SCENE II,27616,TWO VOLSCIAN GUARDS
MENENIUS,"Good my friends,",ACT V,SCENE II,27619,TWO VOLSCIAN GUARDS
MENENIUS,If you have heard your general talk of Rome,ACT V,SCENE II,27620,TWO VOLSCIAN GUARDS
MENENIUS,"And of his friends there, it is lots to blanks",ACT V,SCENE II,27621,TWO VOLSCIAN GUARDS
MENENIUS,My name hath touched your ears. It is Menenius.,ACT V,SCENE II,27622,TWO VOLSCIAN GUARDS
FIRST WATCH,Be it so; go back. The virtue of your name,ACT V,SCENE II,27625,TWO VOLSCIAN GUARDS
FIRST WATCH,Is not here passable.,ACT V,SCENE II,27626,TWO VOLSCIAN GUARDS
MENENIUS,"I tell thee, fellow,",ACT V,SCENE II,27629,TWO VOLSCIAN GUARDS
MENENIUS,Thy general is my lover. I have been,ACT V,SCENE II,27630,TWO VOLSCIAN GUARDS
MENENIUS,"The book of his good acts, whence men have read",ACT V,SCENE II,27631,TWO VOLSCIAN GUARDS
MENENIUS,His fame unparalleled happily amplified;,ACT V,SCENE II,27632,TWO VOLSCIAN GUARDS
MENENIUS,For I have ever verified my friends—,ACT V,SCENE II,27633,TWO VOLSCIAN GUARDS
MENENIUS,Of whom he’s chief—with all the size that verity,ACT V,SCENE II,27634,TWO VOLSCIAN GUARDS
MENENIUS,"Would without lapsing suffer. Nay, sometimes,",ACT V,SCENE II,27635,TWO VOLSCIAN GUARDS
MENENIUS,"Like to a bowl upon a subtle ground,",ACT V,SCENE II,27636,TWO VOLSCIAN GUARDS
MENENIUS,"I have tumbled past the throw, and in his praise",ACT V,SCENE II,27637,TWO VOLSCIAN GUARDS
MENENIUS,"Have almost stamped the leasing. Therefore, fellow,",ACT V,SCENE II,27638,TWO VOLSCIAN GUARDS
MENENIUS,I must have leave to pass.,ACT V,SCENE II,27639,TWO VOLSCIAN GUARDS
FIRST WATCH,"Faith, sir, if you had told as many lies in his behalf as you have",ACT V,SCENE II,27642,TWO VOLSCIAN GUARDS
FIRST WATCH,"uttered words in your own, you should not pass here, no, though it were",ACT V,SCENE II,27643,TWO VOLSCIAN GUARDS
FIRST WATCH,"as virtuous to lie as to live chastely. Therefore, go back.",ACT V,SCENE II,27644,TWO VOLSCIAN GUARDS
MENENIUS,"Prithee, fellow, remember my name is Menenius, always factionary on the",ACT V,SCENE II,27647,TWO VOLSCIAN GUARDS
MENENIUS,party of your general.,ACT V,SCENE II,27648,TWO VOLSCIAN GUARDS
SECOND WATCH,"Howsoever you have been his liar, as you say you have, I am one that,",ACT V,SCENE II,27651,TWO VOLSCIAN GUARDS
SECOND WATCH,"telling true under him, must say you cannot pass. Therefore go back.",ACT V,SCENE II,27652,TWO VOLSCIAN GUARDS
MENENIUS,"Has he dined, can’st thou tell? For I would not speak with him till",ACT V,SCENE II,27655,TWO VOLSCIAN GUARDS
MENENIUS,after dinner.,ACT V,SCENE II,27656,TWO VOLSCIAN GUARDS
FIRST WATCH,"You are a Roman, are you?",ACT V,SCENE II,27659,TWO VOLSCIAN GUARDS
MENENIUS,"I am, as thy general is.",ACT V,SCENE II,27662,TWO VOLSCIAN GUARDS
FIRST WATCH,"Then you should hate Rome as he does. Can you, when you have pushed out",ACT V,SCENE II,27665,TWO VOLSCIAN GUARDS
FIRST WATCH,"your gates the very defender of them, and, in a violent popular",ACT V,SCENE II,27666,TWO VOLSCIAN GUARDS
FIRST WATCH,"ignorance given your enemy your shield, think to front his revenges",ACT V,SCENE II,27667,TWO VOLSCIAN GUARDS
FIRST WATCH,"with the easy groans of old women, the virginal palms of your",ACT V,SCENE II,27668,TWO VOLSCIAN GUARDS
FIRST WATCH,"daughters, or with the palsied intercession of such a decayed dotant as",ACT V,SCENE II,27669,TWO VOLSCIAN GUARDS
FIRST WATCH,you seem to be? Can you think to blow out the intended fire your city,ACT V,SCENE II,27670,TWO VOLSCIAN GUARDS
FIRST WATCH,"is ready to flame in with such weak breath as this? No, you are",ACT V,SCENE II,27671,TWO VOLSCIAN GUARDS
FIRST WATCH,deceived. Therefore back to Rome and prepare for your execution. You,ACT V,SCENE II,27672,TWO VOLSCIAN GUARDS
FIRST WATCH,are condemned. Our general has sworn you out of reprieve and pardon.,ACT V,SCENE II,27673,TWO VOLSCIAN GUARDS
MENENIUS,"Sirrah, if thy captain knew I were here, he would use me with",ACT V,SCENE II,27676,TWO VOLSCIAN GUARDS
MENENIUS,estimation.,ACT V,SCENE II,27677,TWO VOLSCIAN GUARDS
SECOND WATCH,"Come, my captain knows you not.",ACT V,SCENE II,27680,TWO VOLSCIAN GUARDS
MENENIUS,I mean thy general.,ACT V,SCENE II,27683,TWO VOLSCIAN GUARDS
FIRST WATCH,"My general cares not for you. Back, I say, go, lest I let forth your",ACT V,SCENE II,27686,TWO VOLSCIAN GUARDS
FIRST WATCH,half pint of blood. Back! That’s the utmost of your having. Back!,ACT V,SCENE II,27687,TWO VOLSCIAN GUARDS
MENENIUS,"Nay, but fellow, fellow—",ACT V,SCENE II,27690,TWO VOLSCIAN GUARDS
MENENIUS,Enter Coriolanus with Aufidius.,ACT V,SCENE II,27692,TWO VOLSCIAN GUARDS
CORIOLANUS,What’s the matter?,ACT V,SCENE II,27695,TWO VOLSCIAN GUARDS
MENENIUS,"Now, you companion, I’ll say an errand for you. You shall know now that",ACT V,SCENE II,27698,TWO VOLSCIAN GUARDS
MENENIUS,I am in estimation; you shall perceive that a Jack guardant cannot,ACT V,SCENE II,27699,TWO VOLSCIAN GUARDS
MENENIUS,office me from my son Coriolanus. Guess but by my entertainment with,ACT V,SCENE II,27700,TWO VOLSCIAN GUARDS
MENENIUS,him if thou stand’st not i’ th’ state of hanging or of some death more,ACT V,SCENE II,27701,TWO VOLSCIAN GUARDS
MENENIUS,"long in spectatorship and crueller in suffering; behold now presently,",ACT V,SCENE II,27702,TWO VOLSCIAN GUARDS
MENENIUS,and swoon for what’s to come upon thee. [_to Coriolanus_.] The glorious,ACT V,SCENE II,27703,TWO VOLSCIAN GUARDS
MENENIUS,gods sit in hourly synod about thy particular prosperity and love thee,ACT V,SCENE II,27704,TWO VOLSCIAN GUARDS
MENENIUS,"no worse than thy old father Menenius does! O my son, my son! Thou art",ACT V,SCENE II,27705,TWO VOLSCIAN GUARDS
MENENIUS,"preparing fire for us; look thee, here’s water to quench it. I was",ACT V,SCENE II,27706,TWO VOLSCIAN GUARDS
MENENIUS,hardly moved to come to thee; but being assured none but myself could,ACT V,SCENE II,27707,TWO VOLSCIAN GUARDS
MENENIUS,"move thee, I have been blown out of your gates with sighs, and conjure",ACT V,SCENE II,27708,TWO VOLSCIAN GUARDS
MENENIUS,thee to pardon Rome and thy petitionary countrymen. The good gods,ACT V,SCENE II,27709,TWO VOLSCIAN GUARDS
MENENIUS,"assuage thy wrath and turn the dregs of it upon this varlet here, this,",ACT V,SCENE II,27710,TWO VOLSCIAN GUARDS
MENENIUS,"who, like a block, hath denied my access to thee.",ACT V,SCENE II,27711,TWO VOLSCIAN GUARDS
CORIOLANUS,Away!,ACT V,SCENE II,27714,TWO VOLSCIAN GUARDS
MENENIUS,How? Away?,ACT V,SCENE II,27717,TWO VOLSCIAN GUARDS
CORIOLANUS,"Wife, mother, child, I know not. My affairs",ACT V,SCENE II,27720,TWO VOLSCIAN GUARDS
