character,text,act,scene,line_number,play
BANQUO,Give me my sword.—Who’s there?,ACT II,SCENE I,96992,THE TRAGEDY OF MACBETH
MACBETH,A friend.,ACT II,SCENE I,96995,THE TRAGEDY OF MACBETH
BANQUO,"What, sir, not yet at rest? The King’s abed:",ACT II,SCENE I,96998,THE TRAGEDY OF MACBETH
BANQUO,He hath been in unusual pleasure and,ACT II,SCENE I,96999,THE TRAGEDY OF MACBETH
BANQUO,Sent forth great largess to your offices.,ACT II,SCENE I,97000,THE TRAGEDY OF MACBETH
BANQUO,"This diamond he greets your wife withal,",ACT II,SCENE I,97001,THE TRAGEDY OF MACBETH
BANQUO,"By the name of most kind hostess, and shut up",ACT II,SCENE I,97002,THE TRAGEDY OF MACBETH
BANQUO,In measureless content.,ACT II,SCENE I,97003,THE TRAGEDY OF MACBETH
MACBETH,"Being unprepar’d,",ACT II,SCENE I,97006,THE TRAGEDY OF MACBETH
MACBETH,"Our will became the servant to defect,",ACT II,SCENE I,97007,THE TRAGEDY OF MACBETH
MACBETH,Which else should free have wrought.,ACT II,SCENE I,97008,THE TRAGEDY OF MACBETH
BANQUO,All’s well.,ACT II,SCENE I,97011,THE TRAGEDY OF MACBETH
BANQUO,I dreamt last night of the three Weird Sisters:,ACT II,SCENE I,97012,THE TRAGEDY OF MACBETH
BANQUO,To you they have show’d some truth.,ACT II,SCENE I,97013,THE TRAGEDY OF MACBETH
MACBETH,I think not of them:,ACT II,SCENE I,97016,THE TRAGEDY OF MACBETH
MACBETH,"Yet, when we can entreat an hour to serve,",ACT II,SCENE I,97017,THE TRAGEDY OF MACBETH
MACBETH,"We would spend it in some words upon that business,",ACT II,SCENE I,97018,THE TRAGEDY OF MACBETH
MACBETH,If you would grant the time.,ACT II,SCENE I,97019,THE TRAGEDY OF MACBETH
BANQUO,At your kind’st leisure.,ACT II,SCENE I,97022,THE TRAGEDY OF MACBETH
MACBETH,"If you shall cleave to my consent, when ’tis,",ACT II,SCENE I,97025,THE TRAGEDY OF MACBETH
MACBETH,It shall make honour for you.,ACT II,SCENE I,97026,THE TRAGEDY OF MACBETH
BANQUO,So I lose none,ACT II,SCENE I,97029,THE TRAGEDY OF MACBETH
BANQUO,"In seeking to augment it, but still keep",ACT II,SCENE I,97030,THE TRAGEDY OF MACBETH
BANQUO,"My bosom franchis’d, and allegiance clear,",ACT II,SCENE I,97031,THE TRAGEDY OF MACBETH
BANQUO,I shall be counsell’d.,ACT II,SCENE I,97032,THE TRAGEDY OF MACBETH
MACBETH,Good repose the while!,ACT II,SCENE I,97035,THE TRAGEDY OF MACBETH
BANQUO,"Thanks, sir: the like to you.",ACT II,SCENE I,97038,THE TRAGEDY OF MACBETH
MACBETH,"Go bid thy mistress, when my drink is ready,",ACT II,SCENE I,97043,THE TRAGEDY OF MACBETH
MACBETH,She strike upon the bell. Get thee to bed.,ACT II,SCENE I,97044,THE TRAGEDY OF MACBETH
MACBETH,"Is this a dagger which I see before me,",ACT II,SCENE I,97048,THE TRAGEDY OF MACBETH
MACBETH,"The handle toward my hand? Come, let me clutch thee:—",ACT II,SCENE I,97049,THE TRAGEDY OF MACBETH
MACBETH,"I have thee not, and yet I see thee still.",ACT II,SCENE I,97050,THE TRAGEDY OF MACBETH
MACBETH,"Art thou not, fatal vision, sensible",ACT II,SCENE I,97051,THE TRAGEDY OF MACBETH
MACBETH,To feeling as to sight? or art thou but,ACT II,SCENE I,97052,THE TRAGEDY OF MACBETH
MACBETH,"A dagger of the mind, a false creation,",ACT II,SCENE I,97053,THE TRAGEDY OF MACBETH
MACBETH,Proceeding from the heat-oppressed brain?,ACT II,SCENE I,97054,THE TRAGEDY OF MACBETH
MACBETH,"I see thee yet, in form as palpable",ACT II,SCENE I,97055,THE TRAGEDY OF MACBETH
MACBETH,As this which now I draw.,ACT II,SCENE I,97056,THE TRAGEDY OF MACBETH
MACBETH,Thou marshall’st me the way that I was going;,ACT II,SCENE I,97057,THE TRAGEDY OF MACBETH
MACBETH,And such an instrument I was to use.,ACT II,SCENE I,97058,THE TRAGEDY OF MACBETH
MACBETH,"Mine eyes are made the fools o’ the other senses,",ACT II,SCENE I,97059,THE TRAGEDY OF MACBETH
MACBETH,Or else worth all the rest: I see thee still;,ACT II,SCENE I,97060,THE TRAGEDY OF MACBETH
MACBETH,"And on thy blade and dudgeon, gouts of blood,",ACT II,SCENE I,97061,THE TRAGEDY OF MACBETH
MACBETH,Which was not so before.—There’s no such thing.,ACT II,SCENE I,97062,THE TRAGEDY OF MACBETH
MACBETH,It is the bloody business which informs,ACT II,SCENE I,97063,THE TRAGEDY OF MACBETH
MACBETH,Thus to mine eyes.—Now o’er the one half-world,ACT II,SCENE I,97064,THE TRAGEDY OF MACBETH
MACBETH,"Nature seems dead, and wicked dreams abuse",ACT II,SCENE I,97065,THE TRAGEDY OF MACBETH
MACBETH,The curtain’d sleep. Witchcraft celebrates,ACT II,SCENE I,97066,THE TRAGEDY OF MACBETH
MACBETH,"Pale Hecate’s off’rings; and wither’d murder,",ACT II,SCENE I,97067,THE TRAGEDY OF MACBETH
MACBETH,"Alarum’d by his sentinel, the wolf,",ACT II,SCENE I,97068,THE TRAGEDY OF MACBETH
MACBETH,"Whose howl’s his watch, thus with his stealthy pace,",ACT II,SCENE I,97069,THE TRAGEDY OF MACBETH
MACBETH,"With Tarquin’s ravishing strides, towards his design",ACT II,SCENE I,97070,THE TRAGEDY OF MACBETH
MACBETH,"Moves like a ghost.—Thou sure and firm-set earth,",ACT II,SCENE I,97071,THE TRAGEDY OF MACBETH
MACBETH,"Hear not my steps, which way they walk, for fear",ACT II,SCENE I,97072,THE TRAGEDY OF MACBETH
MACBETH,"Thy very stones prate of my whereabout,",ACT II,SCENE I,97073,THE TRAGEDY OF MACBETH
MACBETH,"And take the present horror from the time,",ACT II,SCENE I,97074,THE TRAGEDY OF MACBETH
MACBETH,"Which now suits with it.—Whiles I threat, he lives.",ACT II,SCENE I,97075,THE TRAGEDY OF MACBETH
MACBETH,Words to the heat of deeds too cold breath gives.,ACT II,SCENE I,97076,THE TRAGEDY OF MACBETH
MACBETH,"I go, and it is done. The bell invites me.",ACT II,SCENE I,97080,THE TRAGEDY OF MACBETH
MACBETH,"Hear it not, Duncan, for it is a knell",ACT II,SCENE I,97081,THE TRAGEDY OF MACBETH
MACBETH,That summons thee to heaven or to hell.,ACT II,SCENE I,97082,THE TRAGEDY OF MACBETH
MACBETH,Enter Lady Macbeth.,ACT II,SCENE II,97088,THE TRAGEDY OF MACBETH
LADY MACBETH,That which hath made them drunk hath made me bold:,ACT II,SCENE II,97091,THE TRAGEDY OF MACBETH
LADY MACBETH,What hath quench’d them hath given me fire.—Hark!—Peace!,ACT II,SCENE II,97092,THE TRAGEDY OF MACBETH
LADY MACBETH,"It was the owl that shriek’d, the fatal bellman,",ACT II,SCENE II,97093,THE TRAGEDY OF MACBETH
LADY MACBETH,Which gives the stern’st good night. He is about it.,ACT II,SCENE II,97094,THE TRAGEDY OF MACBETH
LADY MACBETH,The doors are open; and the surfeited grooms,ACT II,SCENE II,97095,THE TRAGEDY OF MACBETH
LADY MACBETH,"Do mock their charge with snores: I have drugg’d their possets,",ACT II,SCENE II,97096,THE TRAGEDY OF MACBETH
LADY MACBETH,"That death and nature do contend about them,",ACT II,SCENE II,97097,THE TRAGEDY OF MACBETH
LADY MACBETH,Whether they live or die.,ACT II,SCENE II,97098,THE TRAGEDY OF MACBETH
MACBETH,"[_Within._] Who’s there?—what, ho!",ACT II,SCENE II,97101,THE TRAGEDY OF MACBETH
LADY MACBETH,"Alack! I am afraid they have awak’d,",ACT II,SCENE II,97104,THE TRAGEDY OF MACBETH
LADY MACBETH,And ’tis not done. Th’ attempt and not the deed,ACT II,SCENE II,97105,THE TRAGEDY OF MACBETH
LADY MACBETH,Confounds us.—Hark!—I laid their daggers ready;,ACT II,SCENE II,97106,THE TRAGEDY OF MACBETH
LADY MACBETH,He could not miss ’em.—Had he not resembled,ACT II,SCENE II,97107,THE TRAGEDY OF MACBETH
LADY MACBETH,"My father as he slept, I had done’t.—My husband!",ACT II,SCENE II,97108,THE TRAGEDY OF MACBETH
LADY MACBETH,Enter Macbeth.,ACT II,SCENE II,97110,THE TRAGEDY OF MACBETH
MACBETH,I have done the deed.—Didst thou not hear a noise?,ACT II,SCENE II,97113,THE TRAGEDY OF MACBETH
LADY MACBETH,I heard the owl scream and the crickets cry.,ACT II,SCENE II,97116,THE TRAGEDY OF MACBETH
LADY MACBETH,Did not you speak?,ACT II,SCENE II,97117,THE TRAGEDY OF MACBETH
MACBETH,When?,ACT II,SCENE II,97120,THE TRAGEDY OF MACBETH
LADY MACBETH,Now.,ACT II,SCENE II,97123,THE TRAGEDY OF MACBETH
MACBETH,As I descended?,ACT II,SCENE II,97126,THE TRAGEDY OF MACBETH
LADY MACBETH,Ay.,ACT II,SCENE II,97129,THE TRAGEDY OF MACBETH
MACBETH,Hark!—Who lies i’ th’ second chamber?,ACT II,SCENE II,97132,THE TRAGEDY OF MACBETH
LADY MACBETH,Donalbain.,ACT II,SCENE II,97135,THE TRAGEDY OF MACBETH
MACBETH,This is a sorry sight.,ACT II,SCENE II,97138,THE TRAGEDY OF MACBETH
LADY MACBETH,"A foolish thought, to say a sorry sight.",ACT II,SCENE II,97143,THE TRAGEDY OF MACBETH
MACBETH,"There’s one did laugh in’s sleep, and one cried, “Murder!”",ACT II,SCENE II,97146,THE TRAGEDY OF MACBETH
MACBETH,That they did wake each other: I stood and heard them.,ACT II,SCENE II,97147,THE TRAGEDY OF MACBETH
MACBETH,"But they did say their prayers, and address’d them",ACT II,SCENE II,97148,THE TRAGEDY OF MACBETH
MACBETH,Again to sleep.,ACT II,SCENE II,97149,THE TRAGEDY OF MACBETH
LADY MACBETH,There are two lodg’d together.,ACT II,SCENE II,97152,THE TRAGEDY OF MACBETH
MACBETH,"One cried, “God bless us!” and, “Amen,” the other,",ACT II,SCENE II,97155,THE TRAGEDY OF MACBETH
MACBETH,As they had seen me with these hangman’s hands.,ACT II,SCENE II,97156,THE TRAGEDY OF MACBETH
MACBETH,"List’ning their fear, I could not say “Amen,”",ACT II,SCENE II,97157,THE TRAGEDY OF MACBETH
MACBETH,"When they did say, “God bless us.”",ACT II,SCENE II,97158,THE TRAGEDY OF MACBETH
LADY MACBETH,Consider it not so deeply.,ACT II,SCENE II,97161,THE TRAGEDY OF MACBETH
MACBETH,But wherefore could not I pronounce “Amen”?,ACT II,SCENE II,97164,THE TRAGEDY OF MACBETH
MACBETH,"I had most need of blessing, and “Amen”",ACT II,SCENE II,97165,THE TRAGEDY OF MACBETH
MACBETH,Stuck in my throat.,ACT II,SCENE II,97166,THE TRAGEDY OF MACBETH
LADY MACBETH,These deeds must not be thought,ACT II,SCENE II,97169,THE TRAGEDY OF MACBETH
LADY MACBETH,"After these ways; so, it will make us mad.",ACT II,SCENE II,97170,THE TRAGEDY OF MACBETH
MACBETH,"Methought I heard a voice cry, “Sleep no more!",ACT II,SCENE II,97173,THE TRAGEDY OF MACBETH
MACBETH,"Macbeth does murder sleep,”—the innocent sleep;",ACT II,SCENE II,97174,THE TRAGEDY OF MACBETH
MACBETH,"Sleep that knits up the ravell’d sleave of care,",ACT II,SCENE II,97175,THE TRAGEDY OF MACBETH
MACBETH,"The death of each day’s life, sore labour’s bath,",ACT II,SCENE II,97176,THE TRAGEDY OF MACBETH
MACBETH,"Balm of hurt minds, great nature’s second course,",ACT II,SCENE II,97177,THE TRAGEDY OF MACBETH
MACBETH,Chief nourisher in life’s feast.,ACT II,SCENE II,97178,THE TRAGEDY OF MACBETH
LADY MACBETH,What do you mean?,ACT II,SCENE II,97181,THE TRAGEDY OF MACBETH
MACBETH,"Still it cried, “Sleep no more!” to all the house:",ACT II,SCENE II,97184,THE TRAGEDY OF MACBETH
MACBETH,"“Glamis hath murder’d sleep, and therefore Cawdor",ACT II,SCENE II,97185,THE TRAGEDY OF MACBETH
MACBETH,Shall sleep no more. Macbeth shall sleep no more!”,ACT II,SCENE II,97186,THE TRAGEDY OF MACBETH
LADY MACBETH,"Who was it that thus cried? Why, worthy thane,",ACT II,SCENE II,97189,THE TRAGEDY OF MACBETH
LADY MACBETH,You do unbend your noble strength to think,ACT II,SCENE II,97190,THE TRAGEDY OF MACBETH
LADY MACBETH,"So brainsickly of things. Go get some water,",ACT II,SCENE II,97191,THE TRAGEDY OF MACBETH
LADY MACBETH,And wash this filthy witness from your hand.—,ACT II,SCENE II,97192,THE TRAGEDY OF MACBETH
LADY MACBETH,Why did you bring these daggers from the place?,ACT II,SCENE II,97193,THE TRAGEDY OF MACBETH
LADY MACBETH,"They must lie there: go carry them, and smear",ACT II,SCENE II,97194,THE TRAGEDY OF MACBETH
LADY MACBETH,The sleepy grooms with blood.,ACT II,SCENE II,97195,THE TRAGEDY OF MACBETH
MACBETH,I’ll go no more:,ACT II,SCENE II,97198,THE TRAGEDY OF MACBETH
MACBETH,I am afraid to think what I have done;,ACT II,SCENE II,97199,THE TRAGEDY OF MACBETH
MACBETH,Look on’t again I dare not.,ACT II,SCENE II,97200,THE TRAGEDY OF MACBETH
LADY MACBETH,Infirm of purpose!,ACT II,SCENE II,97203,THE TRAGEDY OF MACBETH
LADY MACBETH,Give me the daggers. The sleeping and the dead,ACT II,SCENE II,97204,THE TRAGEDY OF MACBETH
LADY MACBETH,Are but as pictures. ’Tis the eye of childhood,ACT II,SCENE II,97205,THE TRAGEDY OF MACBETH
LADY MACBETH,"That fears a painted devil. If he do bleed,",ACT II,SCENE II,97206,THE TRAGEDY OF MACBETH
LADY MACBETH,"I’ll gild the faces of the grooms withal,",ACT II,SCENE II,97207,THE TRAGEDY OF MACBETH
LADY MACBETH,For it must seem their guilt.,ACT II,SCENE II,97208,THE TRAGEDY OF MACBETH
MACBETH,Whence is that knocking?,ACT II,SCENE II,97213,THE TRAGEDY OF MACBETH
MACBETH,"How is’t with me, when every noise appals me?",ACT II,SCENE II,97214,THE TRAGEDY OF MACBETH
MACBETH,"What hands are here? Ha, they pluck out mine eyes!",ACT II,SCENE II,97215,THE TRAGEDY OF MACBETH
MACBETH,Will all great Neptune’s ocean wash this blood,ACT II,SCENE II,97216,THE TRAGEDY OF MACBETH
MACBETH,"Clean from my hand? No, this my hand will rather",ACT II,SCENE II,97217,THE TRAGEDY OF MACBETH
MACBETH,"The multitudinous seas incarnadine,",ACT II,SCENE II,97218,THE TRAGEDY OF MACBETH
MACBETH,Making the green one red.,ACT II,SCENE II,97219,THE TRAGEDY OF MACBETH
MACBETH,Enter Lady Macbeth.,ACT II,SCENE II,97221,THE TRAGEDY OF MACBETH
LADY MACBETH,"My hands are of your color, but I shame",ACT II,SCENE II,97224,THE TRAGEDY OF MACBETH
LADY MACBETH,To wear a heart so white. [_Knocking within._] I hear knocking,ACT II,SCENE II,97225,THE TRAGEDY OF MACBETH
LADY MACBETH,At the south entry:—retire we to our chamber.,ACT II,SCENE II,97226,THE TRAGEDY OF MACBETH
LADY MACBETH,A little water clears us of this deed:,ACT II,SCENE II,97227,THE TRAGEDY OF MACBETH
LADY MACBETH,How easy is it then! Your constancy,ACT II,SCENE II,97228,THE TRAGEDY OF MACBETH
LADY MACBETH,"Hath left you unattended.—[_Knocking within._] Hark, more knocking.",ACT II,SCENE II,97229,THE TRAGEDY OF MACBETH
LADY MACBETH,"Get on your nightgown, lest occasion call us",ACT II,SCENE II,97230,THE TRAGEDY OF MACBETH
LADY MACBETH,And show us to be watchers. Be not lost,ACT II,SCENE II,97231,THE TRAGEDY OF MACBETH
LADY MACBETH,So poorly in your thoughts.,ACT II,SCENE II,97232,THE TRAGEDY OF MACBETH
MACBETH,"To know my deed, ’twere best not know myself. [_Knocking within._]",ACT II,SCENE II,97235,THE TRAGEDY OF MACBETH
MACBETH,Wake Duncan with thy knocking! I would thou couldst!,ACT II,SCENE II,97236,THE TRAGEDY OF MACBETH
MACBETH,Enter a Porter. Knocking within.,ACT II,SCENE III,97242,THE TRAGEDY OF MACBETH
PORTER,"Here’s a knocking indeed! If a man were porter of hell gate, he should",ACT II,SCENE III,97245,THE TRAGEDY OF MACBETH
PORTER,"have old turning the key. [_Knocking._] Knock, knock, knock. Who’s",ACT II,SCENE III,97246,THE TRAGEDY OF MACBETH
PORTER,"there, i’ th’ name of Belzebub? Here’s a farmer that hanged himself on",ACT II,SCENE III,97247,THE TRAGEDY OF MACBETH
PORTER,the expectation of plenty: come in time; have napkins enow about you;,ACT II,SCENE III,97248,THE TRAGEDY OF MACBETH
PORTER,"here you’ll sweat for’t. [_Knocking._] Knock, knock! Who’s there, i’",ACT II,SCENE III,97249,THE TRAGEDY OF MACBETH
PORTER,"th’ other devil’s name? Faith, here’s an equivocator, that could swear",ACT II,SCENE III,97250,THE TRAGEDY OF MACBETH
PORTER,"in both the scales against either scale, who committed treason enough",ACT II,SCENE III,97251,THE TRAGEDY OF MACBETH
PORTER,"for God’s sake, yet could not equivocate to heaven: O, come in,",ACT II,SCENE III,97252,THE TRAGEDY OF MACBETH
PORTER,"equivocator. [_Knocking._] Knock, knock, knock! Who’s there? Faith,",ACT II,SCENE III,97253,THE TRAGEDY OF MACBETH
PORTER,"here’s an English tailor come hither, for stealing out of a French",ACT II,SCENE III,97254,THE TRAGEDY OF MACBETH
PORTER,"hose: come in, tailor; here you may roast your goose. [_Knocking._]",ACT II,SCENE III,97255,THE TRAGEDY OF MACBETH
PORTER,"Knock, knock. Never at quiet! What are you?—But this place is too cold",ACT II,SCENE III,97256,THE TRAGEDY OF MACBETH
PORTER,for hell. I’ll devil-porter it no further: I had thought to have let in,ACT II,SCENE III,97257,THE TRAGEDY OF MACBETH
PORTER,"some of all professions, that go the primrose way to th’ everlasting",ACT II,SCENE III,97258,THE TRAGEDY OF MACBETH
PORTER,"bonfire. [_Knocking._] Anon, anon! I pray you, remember the porter.",ACT II,SCENE III,97259,THE TRAGEDY OF MACBETH
PORTER,Enter Macduff and Lennox.,ACT II,SCENE III,97263,THE TRAGEDY OF MACBETH
MACDUFF,"Was it so late, friend, ere you went to bed,",ACT II,SCENE III,97266,THE TRAGEDY OF MACBETH
MACDUFF,That you do lie so late?,ACT II,SCENE III,97267,THE TRAGEDY OF MACBETH
PORTER,"Faith, sir, we were carousing till the second cock; and drink, sir, is",ACT II,SCENE III,97270,THE TRAGEDY OF MACBETH
PORTER,a great provoker of three things.,ACT II,SCENE III,97271,THE TRAGEDY OF MACBETH
MACDUFF,What three things does drink especially provoke?,ACT II,SCENE III,97274,THE TRAGEDY OF MACBETH
PORTER,"Marry, sir, nose-painting, sleep, and urine. Lechery, sir, it provokes",ACT II,SCENE III,97277,THE TRAGEDY OF MACBETH
PORTER,"and unprovokes; it provokes the desire, but it takes away the",ACT II,SCENE III,97278,THE TRAGEDY OF MACBETH
PORTER,performance. Therefore much drink may be said to be an equivocator with,ACT II,SCENE III,97279,THE TRAGEDY OF MACBETH
PORTER,"lechery: it makes him, and it mars him; it sets him on, and it takes",ACT II,SCENE III,97280,THE TRAGEDY OF MACBETH
PORTER,"him off; it persuades him, and disheartens him; makes him stand to, and",ACT II,SCENE III,97281,THE TRAGEDY OF MACBETH
PORTER,"not stand to; in conclusion, equivocates him in a sleep, and giving him",ACT II,SCENE III,97282,THE TRAGEDY OF MACBETH
PORTER,"the lie, leaves him.",ACT II,SCENE III,97283,THE TRAGEDY OF MACBETH
MACDUFF,I believe drink gave thee the lie last night.,ACT II,SCENE III,97286,THE TRAGEDY OF MACBETH
PORTER,"That it did, sir, i’ the very throat on me; but I requited him for his",ACT II,SCENE III,97289,THE TRAGEDY OF MACBETH
PORTER,"lie; and (I think) being too strong for him, though he took up my legs",ACT II,SCENE III,97290,THE TRAGEDY OF MACBETH
PORTER,"sometime, yet I made a shift to cast him.",ACT II,SCENE III,97291,THE TRAGEDY OF MACBETH
MACDUFF,Is thy master stirring?,ACT II,SCENE III,97294,THE TRAGEDY OF MACBETH
MACDUFF,Enter Macbeth.,ACT II,SCENE III,97296,THE TRAGEDY OF MACBETH
MACDUFF,Our knocking has awak’d him; here he comes.,ACT II,SCENE III,97298,THE TRAGEDY OF MACBETH
LENNOX,"Good morrow, noble sir!",ACT II,SCENE III,97301,THE TRAGEDY OF MACBETH
MACBETH,"Good morrow, both!",ACT II,SCENE III,97304,THE TRAGEDY OF MACBETH
MACDUFF,"Is the King stirring, worthy thane?",ACT II,SCENE III,97307,THE TRAGEDY OF MACBETH
MACBETH,Not yet.,ACT II,SCENE III,97310,THE TRAGEDY OF MACBETH
MACDUFF,He did command me to call timely on him.,ACT II,SCENE III,97313,THE TRAGEDY OF MACBETH
MACDUFF,I have almost slipp’d the hour.,ACT II,SCENE III,97314,THE TRAGEDY OF MACBETH
MACBETH,I’ll bring you to him.,ACT II,SCENE III,97317,THE TRAGEDY OF MACBETH
MACDUFF,I know this is a joyful trouble to you;,ACT II,SCENE III,97320,THE TRAGEDY OF MACBETH
MACDUFF,But yet ’tis one.,ACT II,SCENE III,97321,THE TRAGEDY OF MACBETH
MACBETH,The labour we delight in physics pain.,ACT II,SCENE III,97324,THE TRAGEDY OF MACBETH
MACBETH,This is the door.,ACT II,SCENE III,97325,THE TRAGEDY OF MACBETH
MACDUFF,I’ll make so bold to call.,ACT II,SCENE III,97328,THE TRAGEDY OF MACBETH
MACDUFF,For ’tis my limited service.,ACT II,SCENE III,97329,THE TRAGEDY OF MACBETH
LENNOX,Goes the King hence today?,ACT II,SCENE III,97334,THE TRAGEDY OF MACBETH
MACBETH,He does. He did appoint so.,ACT II,SCENE III,97337,THE TRAGEDY OF MACBETH
LENNOX,"The night has been unruly: where we lay,",ACT II,SCENE III,97340,THE TRAGEDY OF MACBETH
LENNOX,"Our chimneys were blown down and, as they say,",ACT II,SCENE III,97341,THE TRAGEDY OF MACBETH
LENNOX,"Lamentings heard i’ th’ air, strange screams of death,",ACT II,SCENE III,97342,THE TRAGEDY OF MACBETH
LENNOX,"And prophesying, with accents terrible,",ACT II,SCENE III,97343,THE TRAGEDY OF MACBETH
LENNOX,"Of dire combustion and confus’d events,",ACT II,SCENE III,97344,THE TRAGEDY OF MACBETH
LENNOX,New hatch’d to the woeful time. The obscure bird,ACT II,SCENE III,97345,THE TRAGEDY OF MACBETH
LENNOX,Clamour’d the live-long night. Some say the earth,ACT II,SCENE III,97346,THE TRAGEDY OF MACBETH
